id,name,description,count_members,count_posts,count_members
74761413,Пляжное «Что? Где? Когда?» на свежем воздухе,"Давайте проводим лето самым странным пляжным развлечением!<br><br>Собираемся на травке (так что берите коврики) возле Чертановской в приятной тени деревьев: http://maps.yandex.ru/-/CVVtiHm~<br>Прочий пляжный инвентарь также приветствуется.<br><br>При плохой погоде будет куда перебраться.<br><br>Играем 36 вопросов командами по 3 человека. Начало в 18:00, раз выходной.<br><br>Взнос по 50 рублей с человека. Для команд, целиком состоящих из школьников, участие бесплатно.<br>Вопросы непростые, хоть и проще «серьёзного» ЧГК. В прошлом году были такие: https://sites.google.com/site/chgkbeach/home/later/chgkbeach2013/quest2013<br>Было интересно!<br><br>Давайте, если сейчас запланировать, то на вечер 31 августа других дел и не останется.<br>Записывайтесь и приходите!<br><br>Ведущий – Алексей Чернов.",5,4,1
44209406,"Французское ЧГК в ""Пятнице"" (экс-Циферблат)","И снова вечер (на этот раз – понедельника), и снова «Что? Где? Когда?» !<br><br>На этот раз поиграем «2-е вандемьера, или Кубок Французского ЧГК-2012» – пакет вопросов, так или иначе связанных с Францией.<br><br>Авторы создали его «в целях популяризации знаний о Франции во всем ее многообразии»: ну а мы воспользуемся этим, чтобы хотя бы таким образом представить на один вечер, что прекрасный Париж где-то совсем недалеко...<br><br>Играем в понедельник 22 октября. Как всегда, регистрация – с 19:45, начинаем в 20 с маленькими копейками. Всего 36 вопросов. Записывайтесь в тему чуть ниже и приходите!<br><br>Все подробности о турнире: http://chgk.livejournal.com/2256342.html<br>Вопросы прошлого года: http://db.chgk.info/tour/vandem11<br>Авторы обещают, что нынешний пакет будет заметно проще прошлогоднего.",4,1,1
28448299,Mr. Wiggles (Мистер Вигглз) 18+,"Мистер Вигглз (он же Мистер Виглз, он же Мистер Уиглз по версии издательства «Фабрика комиксов», которое выпустило комикбук «Новая жизнь мистера Уиглза») — плюшевый медведь, персонаж стрипов художника Нейла Свааба. Циничен, беспринципен, сексуально озабочен.<br><br>Мистер Виглз склонен к <br>-педофилии <br>-гомосексуализму <br>-геронтофилии <br>-зоофилии <br>-садомазохизму <br>-копрофагии <br>-некрофилии<br>Также он курит крэк, нюхает кокаин, пьет дешевый виски и читает рэп.",468,400,1
26090632,Циник,Ярлык.<br><br>http://twitter.com/rucynic,388227,20935,1
23598806,ФК «Динамо» (Москва),"Добро пожаловать на  ресурс болельщиков ФК ДИНАМО! Здесь вы найдете свежие новости из стана бело-голубых. Будьте с нами!<br>          ОДНА ЖИЗНЬ,ОДНА КОМАНДА!<br>© 2011.",18553,10750,1
30420033,It ain't real music without guitar,Rock quotes,6,19,2
25634363,Анекдоты про евреев,"Еврейского характера загадочность<br>Не гений совместила со злодейством,<br>А жертвенно хрустальную порядочность<br>С таким же неуемным прохиндейством.<br><br>В года, когда юмор хиреет,<br>Скисая под гласным надзором,<br>Застольные шутки евреев<br>Становятся местным фольклором.",20549,2811,1
32041317,9GAG,Just for fun!<br>Repost of the best jokes from 9gag.com<br>9GAG is your best source of happiness and awesomeness.,392449,15896,1
36806640,Эгоист,"Люблю себя, а не вас.",291157,27607,1
33897444,Столовка шпч," Здравствуйте, дорогие учащиеся школы поборников чести, вас приветствует ваша новая сплетница, отныне вы можете сливать информацию анонимно с помощью всем нам известного , излюбленного анонимами сайта формспринг.ру , все сплетни будут публиковаться в группе.<br>С уважением, ваша Соня Невралявам.",108,46,1
32957713,ТЕАС,,57,92,1
23477308,Anarcho-News,,31434,16598,1
18403220,UsachevShow,"I was born in Chernobyl, grew up on a farm.<br><br>ПРАВИЛА ПОЛЬЗОВАНИЯ ЭТОЙ СТРАНИЦЕЙ http://vk.com/topic-18403220_24416639",88384,1312,1
10639516,MDK,Запрещено на территории РФ,7409008,5574,1
59592700,Признания МГУ,"Здесь можно признаться в любви или просто попробовать отыскать понравившегося вам человека. Всё анонимно, как и в ""Подслушано в МГУ"".  <br>Поехали :)",12593,21026,1
23858239,Статусы  со смыслом,&lt:3,1257948,62986,1
25837331,Еврей Советчик Fiesta№1 магазин модной одежды,,0,62986,1
28422515,FUCK.ALL.STARS,,0,62986,1
22884742,Троллинг.,,0,62986,1
25789463,Ставки на спорт,,0,62986,1
25346844,5 интересных фактов,Научный журнал. Узнавай новое с нами.,3547296,36605,1
25161110,Корпорация Смеха,"Паблик, посвященный юмору ㋛",1269704,78345,1
28994380,"Срань господня, да я же...",,0,78345,1
22741573,"Порно, Секс, Эротика, Попки, Сиськи, Девушки.",,0,78345,1
30532220,СМС приколы :D,,3167230,18644,1
42014758,Сексуальные Девушки (фото эротика без порно) 18+,,28145,216,1
41499682,Знакомства 18+,,0,216,1
39642468,Анонимные девушки 18+,,7055,3,1
46068569,DELETED,,11673,0,1
46213539,Дональд Трамп | Donald J. Trump,,0,0,1
61199802,"Мама, я вырасту Бандитом","По пацанский прошу, зашел значит подпишись..",44825,18961,1
53555670,Лесби,,0,18961,1
49271270,СЕКС | ПОРНО 18+,,98870,9869,1
37005044,123123132я,,13589,115,1
35384022,Big Russian Boss,,119760,419,1
30246643,"Обучение Тугих (троллей). Или ""как похудеть ""","Наша тактика не оставит вас равнодушным.<br><br>Пришёл, обматерил, понял и Уёбывай.<br>=)<br><br>Как это работает ?<br>1.Вы   Переразвитые   организвы разводите - ""флейм,флудите,кричите"".<br>А мы в свою очередь вас ( успокаиваем ).<br><br>Иногда мы успокаиваем тебя, поглаживая щеки или губы изнутри языком, или надуваем щеки и медленно выдыхаем воздух (см. рис. 10 и 11).<br><br>Советы по расслаблению души (ежедневно).<br><br>Человек познаётся в бою.<br>В нашем случае в ""словеном бою"".<br>Вы начинаете по немногу использовать<br>наши фразы, изучаете психологию,<br>вникаете в наши ""ПОСТЫ"".",53,29,1
29706794,Bew Bub Stream Page,"Официальная страница канала Twitch Bew_Bub<br>Правила и FAQ:<br>1) Маты как и любые другие оскорбления запрещены и караются баном.<br>2) Программное обеспечение, которым я пользуюсь: OBS.<br>3) График стримов свободный, так что рекомендую подписаться :)<br>4) Я не партизан, поэтому со мной вы можете связаться по скайпу, стиму, Вк или же на твиче<br><br>VK - http://vk.com/cherepashkatheturtle<br>Steam - http://steamcommunity.com/id/bewbub/<br>Skype - gjghjifqrf",11068,33,1
33009863,Душа пацана,"Наша группа для тех людей которые хоть что-то понимают в этой жизни, и те которые умеют оставаться людьми в любой ситуации. Если ты такой то тебе к нам.",160608,40022,1
33249517,Слаще сахара,sladkieeee,5418,12,1
34733803,Только бесплатный ВИРТ!!!,,0,12,1
34632252,JUST DO IT,"Удача и дружба с нами всегда, богатство и счастье – наша судьба!",170094,26483,1
29690610,Смешные картинки,,738685,38056,1
99126464,WebM ⚡,,154416,9405,1
57536014,БУГУРТ-ТРЕД,"БУГУРТ-ТРЕД — это наследие имиджборд, суть которого в выражении в текстовой форме чувства мощного ресентимента. <br><br>В более простых выражениях это можно описать как невероятное смешение зависти и чувства ""неспособности выдержать несовершенство мира"".<br><br>Действия в повествовании бугурта принято разделять символом ""@""<br><br>У нас нет ограничений на тематику и призывать Вас подписываться мы не будем, но это не избавляет Вас от необходимости соблюдать правила:<br><br>Правила: https://vk.com/topic-57536014_30783008<br>Сначала читай -- потом пиши.",250952,30350,1
59336460,Подслушано МГТУ им. Н.Э. Баумана,"Здесь вы можете поделиться любыми секретами и ситуациями из жизни, имеющими то или иное отношение к МГТУ им. Н.Э. Баумана.<br><br>✔ Анонимность гарантируется.<br><br>Есть два способа добавить секрет:<br>1. Предложить новость в сообществе. Секрет опубликуется без вашего авторства, само собой.<br>2. Написать на sprashivai.ru/bmstu<br>____________________________________<br>По вопросам сотрудничества обращаться ко [id339113602|Льву Московскому].",6312,10890,1
42272964,Интересные факты,Все факты тщательно проверены и полностью достоверны.<br>Подписывайтесь на наш паблик и получайте ежедневную порцию достоверных фактов!<br>Данная страница создана исключительно для развлечения. Все совпадения с реальными людьми или событиями - случайность.,107409,22260,1
107966595,Анонсы стримов Мэда,Информация о стримах,37344,177,1
42923159,Мурзилка,Подпишись и больше не смотри телевизор,173186,10791,1
103133619,BAUMAN MEMES,ahahahah nakanecta,3184,1069,1
56263398,videosos,Сточная канава мировых видеозаписей 18+,299517,16522,1
92876084,Мои любимые юморески,,6277,1690,1
55072656,LITTLE BIG,"Little Big – русская рейв-группа, основанная в 2013 году в Петербурге.  Каждая песня, клип, концерт или перфоманс команды посвящены важным социальным явлениям, связанным с Россией и миром. Коллаборация видеомейкеров, музыкантов, больших и маленьких людей, моделей, гримеров, клоуна-миллионера и писателя сложилась вокруг идеи надрать всему миру зад.<br><br>We are Russian rave band LITTLE BIG. If you wanna feel Russian soul come on and stay united with us. Soon in your city,wherever you are.<br>Yours,<br>#LITTLEBIG<br><br>Концерты:<br>littlebig.booking@gmail.com<br><br>Связь с группой:<br>thelittlebigrussia@gmail.com",106587,398,1
109456033,•~•Иня•~•,"Доброго времени суток, здесь вы можете наебнуть кучку первосортного гавница и почитать море не нужной информации для вас",22,160,1
22781583,Steam,"Мы ежедневно пишем новости, связанные с продуктами в Steam, клиентом Steam и корпорацией Valve.<br><br>Товары Valve и Bethesda — vk.com/geekreserve<br><br>Канал в Telegram — telegram.me/SteamVK<br><br>Правила — steamvk.com/rules<br>Разблокировка — steamvk.com/unban<br>Поддержка Steam — vstea.me/steamsupp<br>Обманы в Steam — vstea.me/steamhoax<br>Распродажи в Steam — vstea.me/stmsalesguide<br>Коллекционные карточки — vstea.me/stmcards<br>F.A.Q. — vk.cc/1Dbs3U<br><br>Почему эта страница неофициальная?<br>http://vk.com/page-22781583_43688480<br><br>Steam — это разработанный североамериканской корпорацией Valve сервис легального распространения цифровых копий игр, совмещающий в себе функции магазина, игровой платформы и сетевого сообщества. <br><br>Дата создания страницы: 15 января 2011 года",396432,9711,1
24298618,Спайдер-мем,"18+<br><br>Cкриншоты из лампового мультфильма про Человека паука 1968 года с абсурдными, нецензурными и зачастую актуальными подписями, дополняющими изображенные действия. Плюс небольшое фан-сообщество.<br><br>Не рекоммендуетcя к просмотру никому.<br><br>Создать своих можно по ссылке ниже V<br>http://megamem.ru<br>Заливать готовые через ""предложить новость"".<br><br>Лайкоебы, назойливые спамеры и рекламщики левых говногрупп будут удалены и забанены.<br><br>Тэги: человек-паук, спайдер-мем, черепашки-ниндзя",83514,909,1
52171320,Joan Cornella,Мне кажется... или вы захотите  убивать после этих комиксов?,103745,352,1
56870237,BatPaper,"Площадка для начинающих писателей и просто любителей порассуждать на различные темы. Мы проводим конкурсы эссе с призами в виде книг, и ты можешь в любой момент стать участником. Лучшие тексты мы будем выкладывать здесь.<br><br>Ваши тексты проверяют:<br>2D Among Us<br>Переулье<br>Мир во мне<br>Хвоя<br>Мортидо",4695,2,1
59247658,ЕРОХИН-ТРЕД,,8824,2476,1
46521427,Brighton Beach,Никакого мейнстрима. Россия в чистом виде!,714988,33066,1
105373114,FC GALACTICOS,"История клуба ""Галактикос"" начинается с выхода во ""Вторую лигу"" НИУ ВШЭ и датируется мартом 2015 года.<br>Главные особенности команды: возим, оскорбляем, выносим ногами вперед, жульничаем, косячим, готовим подставы, провоцируем.",85,38,1
24893373,Международный Институт Экономики и Финансов-МИЭФ,"МИЭФ – это уникальный институт, для создания которого в 1997 году объединили свои усилия Лондонская школа экономики и политических наук (ЛШЭ), один из лидеров социально-экономического образования в мире (входит в тройку лидеров экономического образования в мире) и НИУ ВШЭ.",2051,819,1
41922026,Футбольный клуб «Динамо» (Москва),"Официальная страница футбольного клуба «Динамо» (Москва).<br><br>ВНИМАНИЕ!<br>Все комментарии и высказывания, содержащие в себе нецензурную брань и открытые оскорбления, будут удалены администрацией.<br>При многократном нарушении чистоты речи - бан.",182466,9906,1
88497493,British humor,,131974,2993,1
94921468,La vita è bella,,17705,643,1
118821925,xx,,1,0,1
